wavelength,flux,flux_error
6133.206144,121415.445312,350.614899
6133.249292,121212.5625,350.29071
6133.292439,121487.585938,350.743042
6133.335586,120999.546875,350.068909
6133.378733,120202.054688,348.863312
6133.421881,120134.734375,348.747681
6133.465028,120715.953125,349.553864
6133.508175,121089.796875,350.152222
6133.551322,121947.71875,351.344299
6133.59447,121992.601562,351.472717
6133.637617,121767.140625,351.123016
6133.680764,121704.726562,350.944397
6133.723911,122440.21875,351.899384
6133.767059,122258.71875,351.765564
6133.810206,121700.101562,350.907135
6133.853353,121499.023438,350.716949
6133.8965,122362.710938,351.96109
6133.939648,121924.695312,351.279236
6133.982795,122702.609375,352.476318
6134.025942,120783.664062,349.807098
6134.069089,121036.054688,350.014069
6134.112237,119633.4375,348.166321
6134.155384,119711.65625,348.120331
6134.198531,120966.632812,349.83606
6134.241679,121735.226562,351.120758
6134.284826,121888.859375,351.299805
6134.327973,122366.726562,351.975372
6134.37112,122627.53125,352.264862
6134.414268,123126.210938,353.141724
6134.457415,122364.054688,351.916443
6134.500562,122139.71875,351.655975
6134.543709,122806.617188,352.542206
6134.586857,122827.390625,352.713989
6134.630004,121986.671875,351.510986
6134.673151,122607.820312,352.377777
6134.716298,122272.679688,351.809967
6134.759446,120765.335938,349.628632
6134.802593,121434.984375,350.643127
6134.84574,121325.898438,350.583893
6134.888887,122142.101562,351.524811
6134.932035,121368.570312,350.483917
6134.975182,122134.960938,351.660889
6135.018329,122463.34375,352.192902
6135.061476,122710.664062,352.3526
6135.104624,122352.5625,351.93396
6135.147771,122325.382812,351.940247
6135.190918,122368.773438,351.896423
6135.234065,122443.203125,352.046265
6135.277213,121853.273438,351.240784
6135.32036,122286.671875,351.907928
6135.363507,120671.882812,349.759705
6135.406655,121434.9375,350.528595
6135.449802,119984.398438,348.389252
6135.492949,119746.507812,348.21637
6135.536096,119007.382812,347.177856
6135.579244,120412.414062,349.29422
6135.622391,120346.03125,348.916229
6135.665538,121101.734375,350.078461
6135.708685,121559.90625,350.851471
6135.751833,121340.632812,350.512482
6135.79498,120561.507812,349.341522
6135.838127,118528.46875,346.435638
6135.881274,116695.554688,343.770355
6135.924422,116057.296875,342.943451
6135.967569,116052.898438,342.953247
6136.010716,117560.78125,344.984924
6136.053863,118910.132812,347.037048
6136.097011,120690.179688,349.56076
6136.140158,121303.148438,350.5354
6136.183305,121264.765625,350.413788
6136.226452,122427.5,352.119629
6136.2696,121750.625,351.109375
6136.312747,121935.6875,351.486359
6136.355894,122284.695312,351.751007
6136.399041,121505.164062,350.685516
6136.442189,121796.664062,351.100128
6136.485336,120722.695312,349.621857
6136.528483,119661.03125,348.057831
6136.571631,117180.492188,344.463654
6136.614778,110475.835938,334.701996
6136.657925,99724.679688,318.006836
6136.701072,84806.007812,294.029053
6136.74422,69857.03125,267.384552
6136.787367,62675.480469,253.666397
6136.830514,65928.335938,259.983032
6136.873661,79163.953125,284.391296
6136.916809,94215.4375,309.552826
6136.959956,105486.695312,327.244843
6137.003103,109406.59375,332.901794
6137.04625,107192.421875,329.770569
6137.089398,100197.6875,319.049805
6137.132545,91653.242188,305.325409
6137.175692,90118.6875,302.809174
6137.218839,94379.34375,309.781311
6137.261987,103485.039062,324.029449
6137.305134,111211.398438,335.865997
6137.348281,116302.382812,343.230133
6137.391428,117419.851562,344.962463
6137.434576,117952.289062,345.562927
6137.477723,118301.84375,346.06839
6137.52087,118763.0,346.749939
6137.564017,117564.335938,344.986786
6137.607165,116069.9375,342.831543
6137.650312,113098.882812,338.512299
6137.693459,107645.15625,330.331512
6137.736607,97786.6875,315.13443
6137.779754,84779.71875,293.907104
6137.822901,70136.726562,268.008972
6137.866048,63979.648438,256.315094
6137.909196,67643.390625,263.186127
6137.952343,81402.859375,288.147797
6137.99549,96010.773438,312.418854
6138.038637,108361.9375,331.481689
6138.081785,114402.046875,340.524658
6138.124932,118170.578125,345.98288
6138.168079,119166.171875,347.382996
6138.211226,121047.242188,349.988586
6138.254374,121197.476562,350.207855
6138.297521,120906.515625,349.978027
6138.340668,120433.15625,349.226227
6138.383815,119788.6875,348.360901
6138.426963,119013.414062,347.190063
6138.47011,119135.359375,347.301331
6138.513257,117375.4375,344.892303
6138.556404,115653.773438,342.515717
6138.599552,113541.351562,339.343231
6138.642699,111653.265625,336.582916
6138.685846,110781.242188,335.204041
6138.728993,111533.226562,336.382782
6138.772141,114018.664062,339.842865
6138.815288,116565.6875,343.702148
6138.858435,118225.460938,346.148071
6138.901583,119290.914062,347.568726
6138.94473,120360.710938,349.010254
6138.987877,120793.695312,349.505737
6139.031024,120603.695312,349.431824
6139.074172,120902.75,349.86026
6139.117319,121887.664062,351.292389
6139.160466,121626.304688,350.902313
6139.203613,121523.359375,350.737244
6139.246761,121341.609375,350.520233
6139.289908,121649.265625,350.948029
6139.333055,120961.796875,349.988037
6139.376202,121598.09375,350.897736
6139.41935,121560.53125,350.796814
6139.462497,122115.554688,351.494995
6139.505644,121575.453125,350.791779
6139.548791,121641.835938,351.041351
6139.591939,121520.03125,350.672241
6139.635086,122452.109375,352.137024
6139.678233,120520.78125,349.422119
6139.72138,120334.757812,349.083221
6139.764528,119975.546875,348.545166
6139.807675,120463.03125,349.321777
6139.850822,120143.171875,348.77359
6139.893969,120671.28125,349.552948
6139.937117,120670.125,349.484222
6139.980264,120786.585938,349.810944
6140.023411,120159.023438,348.933472
6140.066559,121175.53125,350.366241
6140.109706,121344.796875,350.535461
6140.152853,121727.820312,351.014435
6140.196,121723.757812,351.010712
6140.239148,122216.03125,351.696808
6140.282295,121674.179688,350.973633
6140.325442,121681.710938,350.934174
6140.368589,121018.351562,350.048492
6140.411737,121290.5625,350.435089
6140.454884,120726.65625,349.679047
6140.498031,120363.203125,349.142334
6140.541178,121068.90625,350.097198
6140.584326,121403.617188,350.603821
6140.627473,122057.789062,351.54538
6140.67062,122122.390625,351.52771
6140.713767,121116.75,350.18576
6140.756915,122180.804688,351.592163
6140.800062,122044.570312,351.454407
6140.843209,121429.4375,350.668945
6140.886356,121548.53125,350.834351
6140.929504,121899.476562,351.318787
6140.972651,121701.53125,350.934052
6141.015798,121591.570312,350.865936
6141.058945,121345.054688,350.460052
6141.102093,120581.625,349.435883
6141.14524,120841.617188,349.869843
6141.188387,120233.390625,348.794708
6141.231535,120023.046875,348.557861
6141.274682,120533.9375,349.37085
6141.317829,120951.34375,349.9151
6141.360976,121094.6875,350.045471
6141.404124,121179.664062,350.212769
6141.447271,120923.328125,349.971313
6141.490418,121172.4375,350.187683
6141.533565,120847.234375,349.830414
6141.576713,120717.921875,349.611237
6141.61986,119627.398438,347.949677
6141.663007,116863.109375,343.881592
6141.706154,112007.132812,336.96701
6141.749302,102750.734375,322.999695
6141.792449,88053.859375,299.358154
6141.835596,70977.539062,269.563934
6141.878743,59292.601562,247.08902
6141.921891,60579.921875,249.507187
6141.965038,72530.515625,272.477722
6142.008185,89655.585938,302.146606
6142.051332,104028.179688,324.965332
6142.09448,111755.515625,336.484222
6142.137627,115487.125,342.152222
6142.180774,117973.609375,345.680878
6142.223921,118396.34375,346.124176
6142.267069,119134.976562,347.407593
6142.310216,119910.726562,348.204651
6142.353363,119524.085938,347.920105
6142.396511,120123.492188,348.834961
6142.439658,118557.796875,346.497955
6142.482805,117755.632812,345.35733
6142.525952,115238.359375,341.509949
6142.5691,110681.90625,334.867523
6142.612247,106516.945312,328.695526
6142.655394,103817.4375,324.611725
6142.698541,105115.570312,326.709137
6142.741689,108921.242188,332.379059
6142.784836,113729.898438,339.402283
6142.827983,117084.882812,344.300629
6142.87113,119100.726562,347.292725
6142.914278,120911.484375,349.815857
6142.957425,120474.625,349.276031
6143.000572,121066.25,349.996429
6143.043719,120375.359375,349.049927
6143.086867,121550.664062,350.85614
6143.130014,121510.8125,350.67981
6143.173161,121134.0,350.161224
6143.216308,119793.21875,348.33844
6143.259456,119417.539062,347.855774
6143.302603,119864.3125,348.472229
6143.34575,120176.320312,348.845856
6143.388897,119547.976562,347.887756
6143.432045,119791.109375,348.293579
6143.475192,119759.0,348.268677
6143.518339,120486.320312,349.236115
6143.561487,119994.273438,348.542084
6143.604634,120962.351562,349.931915
6143.647781,120760.335938,349.543396
6143.690928,120426.78125,349.256226
6143.734076,120013.726562,348.644897
6143.777223,120612.445312,349.38266
6143.82037,121001.5625,350.048279
6143.863517,120569.398438,349.621338
6143.906665,120733.929688,349.600983
6143.949812,119759.8125,348.166473
6143.992959,120774.820312,349.775085
6144.036106,119873.117188,348.460693
6144.079254,120859.125,349.72049
6144.122401,120683.140625,349.504303
6144.165548,120378.429688,349.081268
6144.208695,120756.421875,349.812347
6144.251843,119703.8125,348.01828
6144.29499,120644.835938,349.48526
6144.338137,120009.5625,348.488953
6144.381284,120244.585938,348.936584
6144.424432,120577.710938,349.318176
6144.467579,120045.539062,348.664215
6144.510726,120190.6875,348.830353
6144.553873,120239.585938,348.90686
6144.597021,120120.195312,348.702484
6144.640168,120640.179688,349.461731
6144.683315,120797.125,349.73941
6144.726462,120416.546875,349.144531
6144.76961,120196.960938,348.696747
6144.812757,120124.296875,348.740448
6144.855904,119968.03125,348.677246
6144.899052,119963.304688,348.455292
6144.942199,118720.304688,346.815857
6144.985346,118028.125,345.730072
6145.028493,116723.679688,343.815613
6145.071641,112343.765625,337.523376
6145.114788,107277.46875,329.691193
6145.157935,102306.03125,322.116943
6145.201082,101359.320312,320.778351
6145.24423,103420.835938,324.014923
6145.287377,108398.765625,331.779663
6145.330524,113686.351562,339.390686
6145.373671,116234.875,343.090485
6145.416819,118405.507812,346.204529
6145.459966,118979.992188,346.947693
6145.503113,119105.804688,347.2565
6145.54626,119257.65625,347.395294
6145.589408,119123.109375,347.322418
6145.632555,118922.65625,347.066895
6145.675702,118256.171875,346.128754
6145.718849,119104.921875,347.424316
6145.761997,119103.945312,347.226135
6145.805144,119588.390625,348.008911
6145.848291,119432.171875,347.749756
6145.891438,120037.960938,348.500183
6145.934586,120083.148438,348.619415
6145.977733,119092.054688,347.243988
6146.02088,119612.304688,347.982391
6146.064028,119566.398438,348.106812
6146.107175,120861.859375,349.841492
6146.150322,119405.359375,347.754883
6146.193469,120296.289062,348.912048
6146.236617,119704.984375,348.194183
6146.279764,119628.523438,348.117615
6146.322911,119043.523438,347.358887
6146.366058,118894.679688,346.903839
6146.409206,118517.789062,346.491455
6146.452353,119213.8125,347.406555
6146.4955,118584.46875,346.628387
6146.538647,119090.71875,347.125519
6146.581795,118586.96875,346.567535
6146.624942,119212.789062,347.447418
6146.668089,119502.992188,347.817719
6146.711236,119790.375,348.186249
6146.754384,118609.078125,346.584839
6146.797531,119862.765625,348.390106
6146.840678,118844.828125,346.923401
6146.883825,119552.9375,347.888214
6146.926973,119160.515625,347.365326
6146.97012,119478.640625,347.64328
6147.013267,118950.859375,347.09967
6147.056414,118609.09375,346.639069
6147.099562,118797.679688,346.744202
6147.142709,119153.453125,347.325104
6147.185856,119294.539062,347.460541
6147.229004,118794.414062,346.820404
6147.272151,118584.796875,346.366119
6147.315298,117393.84375,344.687653
6147.358445,117704.195312,345.250793
6147.401593,118415.179688,346.312073
6147.44474,119272.617188,347.458038
6147.487887,118829.90625,346.861664
6147.531034,118489.117188,346.347748
6147.574182,119095.359375,347.333252
6147.617329,118720.34375,346.63028
6147.660476,118144.320312,345.875275
6147.703623,117536.945312,344.933258
6147.746771,114422.585938,340.430023
6147.789918,108656.226562,331.91391
6147.833065,99991.75,318.670685
6147.876212,90100.882812,302.918304
6147.91936,83725.210938,292.164703
6147.962507,83031.492188,290.852844
6148.005654,88576.507812,300.25827
6148.048801,96571.929688,313.241577
6148.091949,104645.242188,325.872589
6148.135096,111818.632812,336.64444
6148.178243,116120.78125,342.922516
6148.22139,117921.15625,345.4534
6148.264538,118125.882812,345.851746
6148.307685,118419.695312,346.254852
6148.350832,118280.742188,345.977142
6148.39398,118693.023438,346.679138
6148.437127,118876.625,346.692963
6148.480274,118021.585938,345.724609
6148.523421,119282.3125,347.417114
6148.566569,118344.09375,346.160553
6148.609716,118626.578125,346.549194
6148.652863,118648.265625,346.714081
6148.69601,118028.140625,345.530212
6148.739158,118207.867188,346.099365
6148.782305,117424.34375,344.763885
6148.825452,117752.351562,345.232697
6148.868599,116929.945312,344.124329
6148.911747,117735.195312,345.212708
6148.954894,117408.421875,344.738525
6148.998041,117238.046875,344.567719
6149.041188,117232.226562,344.425812
6149.084336,117407.546875,344.772247
6149.127483,117936.898438,345.609497
6149.17063,116889.390625,344.110352
6149.213777,117029.265625,344.153687
6149.256925,113459.546875,339.031128
6149.300072,107535.914062,330.103333
6149.343219,100149.945312,318.84671
6149.386366,93311.351562,307.981812
6149.429514,90969.773438,304.120087
6149.472661,95557.015625,311.71698
6149.515808,103334.875,323.843384
6149.558956,109809.21875,333.706207
6149.602103,114024.671875,339.834137
6149.64525,116709.101562,343.844788
6149.688397,117796.75,345.318054
6149.731545,117351.078125,344.785339
6149.774692,117774.648438,345.370453
6149.817839,117620.859375,344.984955
6149.860986,117667.757812,345.105927
6149.904134,116782.8125,343.94281
6149.947281,117435.203125,344.815338
6149.990428,117401.429688,344.663605
6150.033575,117373.054688,344.689941
6150.076723,117223.695312,344.465424
6150.11987,117026.820312,344.319794
6150.163017,116107.859375,343.061554
6150.206164,114837.6875,341.189911
6150.249312,112724.921875,337.953033
6150.292459,113642.101562,339.360931
6150.335606,113219.0625,338.783936
6150.378753,114084.296875,339.841156
6150.421901,115355.898438,341.854828
6150.465048,116445.453125,343.319122
6150.508195,116528.664062,343.605927
6150.551342,117210.421875,344.581207
6150.59449,117150.890625,344.317505
6150.637637,117198.898438,344.530426
6150.680784,117264.71875,344.609192
6150.723932,117725.21875,345.224304
6150.767079,116920.0,344.04361
6150.810226,117768.054688,345.246338
6150.853373,117300.742188,344.552887
6150.896521,116813.703125,343.97522
6150.939668,116954.984375,344.132996
6150.982815,116655.429688,343.649017
6151.025962,117618.03125,345.172424
6151.06911,116845.898438,344.01593
6151.112257,117023.265625,344.380524
6151.155404,117479.226562,345.027466
6151.198551,117639.53125,345.103912
6151.241699,116722.304688,343.80603
6151.284846,116243.421875,343.176819
6151.327993,117488.585938,344.864624
6151.37114,116934.84375,344.13327
6151.414288,117129.03125,344.351044
6151.457435,117197.070312,344.294525
6151.500582,116547.5625,343.548828
6151.543729,117045.851562,344.299377
6151.586877,115975.585938,342.742981
6151.630024,113570.429688,339.321777
6151.673171,109420.90625,332.984314
6151.716318,103980.460938,324.660767
6151.759466,98203.304688,315.746948
6151.802613,95827.695312,312.006592
6151.84576,99379.71875,317.604797
6151.888908,105940.335938,327.77948
6151.932055,110796.65625,335.156799
6151.975202,114153.695312,339.979095
6152.018349,115479.03125,341.99118
6152.061497,115332.109375,341.763245
6152.104644,116370.851562,343.320648
6152.147791,116794.648438,343.958801
6152.190938,115995.335938,342.723694
6152.234086,116186.695312,342.969452
6152.277233,116223.890625,343.168457
6152.32038,115535.945312,342.065002
6152.363527,115335.15625,341.736969
6152.406675,115041.382812,341.415192
6152.449822,114338.132812,340.385529
6152.492969,114518.929688,340.519958
6152.536116,114619.992188,340.587555
6152.579264,115080.210938,341.074768
6152.622411,115598.640625,342.055481
6152.665558,115372.492188,341.738251
6152.708705,116069.195312,342.738342
6152.751853,115371.8125,341.76712
6152.795,115552.289062,342.032532
6152.838147,114495.421875,340.478973
6152.881294,115463.71875,341.972137
6152.924442,115045.53125,341.463196
6152.967589,114649.28125,340.729584
6153.010736,115131.960938,341.603699
6153.053884,115267.15625,341.550171
6153.097031,116218.648438,343.118835
6153.140178,115944.09375,342.797058
6153.183325,115339.671875,341.750366
6153.226473,115182.898438,341.454407
6153.26962,116341.101562,343.195648
6153.312767,115454.960938,341.942078
6153.355914,115394.195312,341.726501
6153.399062,115716.210938,342.353485
6153.442209,115581.8125,342.092285
6153.485356,114914.664062,341.167023
6153.528503,114702.554688,340.743164
6153.571651,114761.820312,340.846924
6153.614798,115133.84375,341.458496
6153.657945,115908.890625,342.591248
6153.701092,115497.210938,341.959686
6153.74424,114838.789062,341.142181
6153.787387,114987.039062,341.242401
6153.830534,115829.875,342.320068
6153.873681,115599.335938,342.160126
6153.916829,114956.554688,341.061981
6153.959976,115845.453125,342.479156
6154.003123,115488.125,341.930695
6154.04627,114496.539062,340.310669
6154.089418,115170.054688,341.571411
6154.132565,114662.726562,340.730743
6154.175712,114026.335938,339.751068
6154.21886,112844.210938,338.151978
6154.262007,110198.0,333.967194
6154.305154,106580.570312,328.695129
6154.348301,102285.523438,322.130585
6154.391449,100037.960938,318.737915
6154.434596,100466.289062,319.152863
6154.477743,103517.257812,324.108917
6154.52089,107812.65625,330.543579
6154.564038,110351.367188,334.246399
6154.607185,112789.101562,337.890869
6154.650332,112489.84375,337.641357
6154.693479,113629.328125,339.266602
6154.736627,113089.601562,338.367065
6154.779774,113589.359375,339.184845
6154.822921,113225.867188,338.704956
6154.866068,113101.671875,338.482056
6154.909216,112732.25,337.87677
6154.952363,112724.945312,337.900452
6154.99551,112320.898438,337.326263
6155.038657,111788.546875,336.535553
6155.081805,110164.640625,334.073364
6155.124952,107042.507812,329.393219
6155.168099,101389.351562,320.632202
6155.211246,92789.882812,307.026062
6155.254394,83612.289062,291.829163
6155.297541,78031.171875,282.183105
6155.340688,78365.648438,282.635345
6155.383836,84258.484375,292.737946
6155.426983,92073.1875,305.926575
6155.47013,99444.304688,317.630737
6155.513277,104750.140625,325.854248
6155.556425,108084.960938,330.941467
6155.599572,110162.546875,334.234863
6155.642719,111546.65625,336.092896
6155.685866,111430.34375,336.062897
6155.729014,111867.78125,336.439941
6155.772161,110088.78125,334.413849
6155.815308,110233.101562,334.49588
6155.858455,109931.390625,333.648895
6155.901603,109289.734375,332.769745
6155.94475,110526.21875,334.512817
6155.987897,111323.96875,335.781647
6156.031044,110861.992188,335.014893
6156.074192,109735.789062,333.41745
6156.117339,109070.789062,332.468872
6156.160486,107771.109375,330.411774
6156.203633,108245.46875,331.317505
6156.246781,109469.484375,332.956909
6156.289928,109868.132812,333.624268
6156.333075,110542.539062,334.613373
6156.376222,110703.601562,334.812286
6156.41937,111036.953125,335.310211
6156.462517,110314.734375,334.307861
6156.505664,110478.257812,334.444031
6156.548812,111341.71875,335.788818
6156.591959,112159.023438,336.93811
6156.635106,112048.085938,336.822723
6156.678253,111812.039062,336.47345
6156.721401,112122.546875,336.869904
6156.764548,111471.15625,335.999268
6156.807695,110475.460938,334.603394
6156.850842,110215.96875,334.182434
6156.89399,109312.65625,332.789581
6156.937137,108454.015625,331.537537
6156.980284,108244.828125,331.140991
6157.023431,108291.257812,331.307251
6157.066579,110202.960938,334.065155
6157.109726,110680.40625,334.832428
6157.152873,111147.890625,335.534698
6157.19602,111420.945312,335.932617
6157.239168,110799.84375,335.105469
6157.282315,111559.632812,336.111603
6157.325462,109703.695312,333.398224
6157.368609,110840.6875,335.02063
6157.411757,109868.351562,333.545074
6157.454904,110548.632812,334.676636
6157.498051,109675.632812,333.238495
6157.541198,110634.4375,334.718994
6157.584346,110067.765625,333.907501
6157.627493,110706.601562,334.834595
6157.67064,110444.765625,334.375092
6157.713788,108079.984375,330.854279
6157.756935,104072.226562,324.787231
6157.800082,97693.140625,314.826447
6157.843229,89267.359375,301.201813
6157.886377,83263.75,291.071106
6157.929524,83755.1875,291.951172
6157.972671,90002.320312,302.386078
6158.015818,98422.96875,315.893127
6158.058966,104150.898438,324.888916
6158.102113,107562.445312,330.14566
6158.14526,108580.601562,331.678864
6158.188407,109484.125,333.099304
6158.231555,108425.820312,331.374786
6158.274702,108432.734375,331.485321
6158.317849,107566.445312,330.256622
6158.360996,106632.804688,328.748352
6158.404144,107398.796875,329.928894
6158.447291,108710.726562,331.869415
6158.490438,108919.195312,332.040192
6158.533585,109650.140625,333.264404
6158.576733,109879.125,333.611908
6158.61988,110109.695312,333.972534
6158.663027,109416.515625,332.80777
6158.706174,110431.203125,334.527863
6158.749322,109367.234375,332.729706
6158.792469,110306.1875,334.203522
6158.835616,109877.585938,333.591919
6158.878763,109395.585938,332.987518
6158.921911,109657.710938,333.278961
6158.965058,110032.5,333.80307
6159.008205,110090.492188,334.055969
6159.051353,110046.539062,333.834778
6159.0945,109885.390625,333.537628
6159.137647,109747.609375,333.289307
6159.180794,110079.460938,333.872498
6159.223942,109400.117188,332.871368
6159.267089,109820.304688,333.492584
6159.310236,109979.664062,333.611176
6159.353383,109077.6875,332.264313
6159.396531,109735.632812,333.468384
6159.439678,107541.453125,330.034088
6159.482825,106142.28125,327.83905
6159.525972,105127.523438,326.361786
6159.56912,104688.03125,325.748566
6159.612267,106170.476562,327.889404
6159.655414,107481.03125,330.043549
6159.698561,109005.273438,332.133698
6159.741709,109604.710938,333.208069
6159.784856,109575.773438,333.035614
6159.828003,109704.835938,333.260132
6159.87115,110109.054688,333.884064
6159.914298,109322.273438,332.631104
6159.957445,109527.398438,333.002747
6160.000592,109495.945312,333.02536
6160.043739,109171.0625,332.504578
6160.086887,109482.671875,333.143097
6160.130034,109454.664062,332.897095
6160.173181,109234.398438,332.602295
6160.216329,109151.367188,332.404755
6160.259476,109068.945312,332.379669
6160.302623,108466.976562,331.535614
6160.34577,108158.210938,331.035278
6160.388918,108040.695312,330.792328
6160.432065,107574.242188,330.036285
6160.475212,107498.140625,329.9935
6160.518359,107451.382812,330.031128
6160.561507,107503.40625,329.919952
6160.604654,106937.109375,329.09671
6160.647801,107511.195312,330.072845
6160.690948,106979.945312,329.293549
6160.734096,105432.273438,326.861908
6160.777243,101680.59375,321.02829
6160.82039,96667.625,312.958527
6160.863537,90461.484375,303.140778
6160.906685,86227.679688,296.259613
6160.949832,86707.492188,296.890747
6160.992979,91316.476562,304.464478
6161.036126,97245.953125,314.048462
6161.079274,101816.28125,321.384888
6161.122421,105576.070312,327.138794
6161.165568,106084.960938,327.692749
6161.208715,105780.023438,327.478546
6161.251863,104897.90625,325.935303
6161.29501,102094.632812,321.689575
6161.338157,97493.9375,314.472565
6161.381305,91251.382812,304.529602
6161.424452,84562.273438,293.19574
6161.467599,81277.609375,287.64975
6161.510746,84583.007812,293.459961
6161.553894,91144.179688,304.276367
6161.597041,98015.007812,315.319946
6161.640188,102650.609375,322.488464
6161.683335,105652.773438,327.177032
6161.726483,105787.804688,327.340363
6161.76963,105743.664062,327.196625
6161.812777,105757.898438,327.330444
6161.855924,104760.554688,325.838837
6161.899072,104629.8125,325.54837
6161.942219,103818.265625,324.446045
6161.985366,102780.554688,322.591705
6162.028513,101439.445312,320.77066
6162.071661,100094.15625,318.439575
6162.114808,94983.09375,310.597046
6162.157955,88304.632812,299.527405
6162.201102,78182.179688,282.255066
6162.24425,64926.269531,257.74649
6162.287397,50560.167969,228.303177
6162.330544,41291.640625,206.940063
6162.373691,41386.980469,207.380936
6162.416839,50930.664062,229.098785
6162.459986,64600.554688,257.095428
6162.503133,77562.976562,281.142883
6162.546281,87488.695312,298.145599
6162.589428,94365.90625,309.433014
6162.632575,97318.601562,314.252136
6162.675722,100344.515625,318.811646
6162.71887,100738.023438,319.452454
6162.762017,102230.671875,321.93042
6162.805164,103072.328125,323.138885
6162.848311,104053.351562,324.696075
6162.891459,103660.03125,323.952209
6162.934606,104453.210938,325.314148
6162.977753,104074.46875,324.7742
6163.0209,104999.992188,325.983856
6163.064048,104127.476562,324.624573
6163.107195,105026.757812,326.182159
6163.150342,105135.796875,326.32431
6163.193489,105333.226562,326.795105
6163.236637,105192.15625,326.3302
6163.279784,105462.382812,326.88678
6163.322931,104773.625,325.850189
6163.366078,104084.859375,324.616913
6163.409226,103160.265625,323.262146
6163.452373,100540.4375,319.175842
6163.49552,96555.132812,312.951782
6163.538667,91087.6875,304.141052
6163.581815,85755.21875,295.268738
6163.624962,83359.492188,291.210693
6163.668109,83104.5,290.70517
6163.711257,85771.71875,295.12561
6163.754404,87739.78125,298.510864
6163.797551,87777.859375,298.50708
6163.840698,84439.804688,292.83255
6163.883846,80674.609375,286.637726
6163.926993,78939.609375,283.44165
6163.97014,82332.8125,289.39212
6164.013287,89162.695312,300.99646
6164.056435,95897.734375,311.95462
6164.099582,100438.820312,319.139709
6164.142729,103340.609375,323.555054
6164.185876,103790.296875,324.347992
6164.229024,103992.796875,324.70694
6164.272171,104075.5,324.770721
6164.315318,103784.921875,324.13269
6164.358465,103995.085938,324.464844
6164.401613,103916.28125,324.523682
6164.44476,104189.929688,324.891541
6164.487907,104063.273438,324.73941
6164.531054,104011.242188,324.623291
6164.574202,103585.46875,323.968384
6164.617349,103217.414062,323.449249
6164.660496,103103.140625,323.022797
6164.703643,103253.4375,323.4263
6164.746791,102906.320312,323.017578
6164.789938,103582.90625,323.890015
6164.833085,102908.679688,322.968079
6164.876233,103782.265625,324.058746
6164.91938,103057.203125,323.186127
6164.962527,103223.085938,323.361267
6165.005674,103972.210938,324.598541
6165.048822,103787.492188,324.241455
6165.091969,103701.625,324.143921
6165.135116,102990.953125,323.030121
6165.178263,103174.625,323.324188
6165.221411,103252.179688,323.448395
6165.264558,102974.101562,322.97406
6165.307705,101954.273438,321.250793
6165.350852,100611.140625,319.333344
6165.394,98611.257812,316.122314
6165.437147,93464.210938,307.843079
6165.480294,87634.132812,298.432709
6165.523441,84216.9375,292.510284
6165.566589,84511.054688,293.133301
6165.609736,90010.4375,302.315216
6165.652883,95110.351562,310.544861
6165.69603,98978.367188,316.68045
6165.739178,100950.898438,319.936493
6165.782325,101301.984375,320.314423
6165.825472,102192.828125,321.886475
6165.868619,101575.367188,320.710632
6165.911767,102355.265625,322.067719
6165.954914,102050.601562,321.431122
6165.998061,101566.648438,320.706909
6166.041209,100950.75,319.737457
6166.084356,101748.25,321.044708
6166.127503,101311.054688,320.424591
6166.17065,102002.304688,321.399078
6166.213798,101741.554688,321.024048
6166.256945,101282.414062,320.483978
